sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
0.3,5.3,380,20,125,0.99204,8.36,0.73,12.6,8,melted,13.2,7,"nuts, chocolate",1.02,3
0.34,3.6,400,29,121,0.99111,8.28,0.48,12.1,9,melted,13,7,chocolate,1.09,3
0.05,2.3,810,16,36,0.99564,8.38,0.6,10.3,6,cubed,14.4,7,"nuts,raisins",1.3,3
0.25,3.2,480,10,57,0.996,8.36,0.52,9.5,6,melted,13.6,7,"nuts, oats",1.68,3
0.37,5.1,470,46,201,0.9938,8.08,0.65,10.5,6,melted,13.6,7,"nuts, chocolate",1.76,3
0.57,2.4,930,30,52,0.9971,8.19,0.76,11.6,7,cubed,19.8,7,"nuts,raisins",1.55,3
0.3,4.1,540,23,116,0.994,7.99,0.38,9.4,8,melted,13.8,7,chocolate,1.35,3
0.45,3.3,600,20,49,0.9972,8.13,0.54,9.6,5,cubed,21.6,7,chocolate,1.61,3
0.38,4.9,390,22,86,0.98963,8.23,0.58,13.1,9,melted,11.6,7,raisins,1.76,3
0.49,5.9,530,22,118,0.9954,8.36,0.36,9.4,8,melted,14,7,"chocolate, oats",1.15,3
0.4,6.9,500,30,97,0.9951,8.26,0.44,10.1,8,melted,16.2,7,chocolate,1.49,3
0.31,1.5,350,17,83,0.99076,8.32,0.44,11.1,9,melted,12.2,7,chocolate,1.87,3
0.23,8.3,510,28,91,0.9952,8.44,0.55,12.1,6,cubed,13,7,raisins,1.57,3
0.14,2.4,850,21,40,0.9968,8.43,0.63,9.7,6,cubed,13.8,7,"nuts, chocolate",1.32,3
0.33,1.9,740,27,85,0.99706,8.41,0.58,9,5,cubed,15.2,7,"nuts, chocolate",1.88,3
0.31,2.4,140,15,143,0.99094,8.03,0.65,12,6,melted,14.8,7,chocolate,1.94,3
0.58,3.5,940,9,43,1.0004,8.29,0.58,9,5,cubed,19.8,7,"nuts, chocolate",1.77,3
0.23,2,680,28,138,0.99382,8.11,0.62,9.8,7,melted,15.4,7,raisins,1.22,3
0.05,1.5,630,17,120,0.9932,8.21,0.56,9.2,8,melted,12,7,"nuts, chocolate",1.36,3
0.48,2.2,1150,29,104,0.9918,8.24,0.58,12.1,8,melted,12.8,7,chocolate,1.49,3
0.18,2.9,890,12,74,0.99738,8.14,0.54,9.4,5,cubed,17.6,7,"nuts,raisins",1.28,3
0.32,3.7,320,29,193,0.99134,8.1,0.67,12.5,8,melted,14.8,7,chocolate,1,3
0.4,2.4,540,18,151,0.9952,8.04,0.46,9.3,6,melted,18.4,7,chocolate,1.23,3
0.31,1.5,410,34,121,0.99092,8.06,0.46,10.5,8,melted,13,7,"chocolate, oats",1.59,3
0.24,2,780,10,28,0.9983,8.45,0.78,9.5,6,cubed,15,7,"nuts,raisins",1.74,3
0,10.2,380,13,111,0.99315,8.44,0.46,12.4,8,melted,11.2,7,chocolate,1.68,3
0.34,2,370,40,108,0.98948,8.19,0.5,12.3,8,melted,11.8,7,chocolate,1.46,3
0.27,4.6,500,23,98,0.99422,8.08,0.47,9.5,8,melted,15.2,7,"chocolate, oats",1.74,3
0.4,5.7,520,56,152,0.99398,8.16,0.88,10.5,8,melted,12,7,chocolate,1.49,3
0.37,15.4,2140,55,95,1.00369,8.18,0.77,9,6,cubed,20.4,7,"nuts,raisins",1.24,3
0.22,1.2,380,5,124,0.99098,8.1,0.37,11.2,6,melted,13.4,7,chocolate,1.24,3
0.03,1.6,720,17,42,0.9956,8.37,0.48,9,4,cubed,14.6,7,"nuts,raisins",1.77,3
0.24,1.3,440,38,128,0.99362,8.77,0.6,10.6,7,melted,11.6,7,"chocolate, oats",1.45,3
0.44,1.6,1470,36,51,0.99836,8.38,0.86,9.9,4,cubed,23.2,7,"nuts, chocolate",1.93,3
0.38,6.8,450,29,122,0.9925,8.19,0.37,12.6,9,melted,14.6,7,"nuts, chocolate",1.44,3
0.19,14.5,420,37,115,0.99684,8.16,0.43,10.3,7,melted,11.8,7,raisins,1.7,3
0.05,2.3,810,16,36,0.99564,8.38,0.6,10.3,6,cubed,14.4,7,"nuts,raisins",1.29,3
0.32,18.75,470,32,193,1.00014,8.1,0.5,9.3,9,melted,15.2,7,"chocolate, oats",1.39,3
0.37,1.1,430,36,113,0.991,8.39,0.48,12.7,10,melted,14.6,7,raisins,1.23,3
0.24,10,930,35,197,0.9981,8.41,0.47,9,7,melted,14.4,7,"nuts,raisins",1.71,3
0.24,9,300,42,219,0.99636,8.47,0.46,10.2,8,melted,14,7,chocolate,1.62,3
0.31,6.5,290,53,160,0.99276,8.03,0.38,10.9,8,melted,15,7,"chocolate, oats",1.52,3
0.26,6,340,42,134,0.9912,8.38,0.38,12.3,9,melted,12,7,raisins,1.03,3
0.24,13.8,470,44,112,0.99837,7.97,0.66,8.8,8,melted,11.4,7,chocolate,1.96,3
0.42,1.1,360,19,113,0.98871,8.1,0.46,12.6,9,melted,11.6,7,raisins,1.91,3
0.47,11.6,480,62,210,0.9968,8.19,0.5,9.5,7,melted,12.4,7,chocolate,1.47,3
0.07,1.6,760,6,15,0.9962,8.44,0.58,10.7,5,cubed,13.2,7,"nuts, oats",1.91,3
0.35,6.3,360,12,126,0.9924,8.16,0.39,12,9,melted,15.2,7,raisins,1.61,3
0.33,1.8,590,16,28,0.99531,8.36,0.64,10.1,6,cubed,13,7,"nuts, oats, chocolate",1.96,3
0.21,1.5,690,4,9,0.99458,8.16,0.54,9.8,6,cubed,15.4,7,"nuts,raisins",1.93,3
0.35,13.5,380,49,118,0.99546,8,0.63,10.7,8,melted,13.8,7,"chocolate, oats",1.02,3
0.44,7.1,480,49,179,0.99528,8.15,0.48,9.2,7,melted,12.8,7,chocolate,1.03,3
0.3,8.5,590,24,152,0.99615,8.46,0.64,11,9,melted,13.4,7,raisins,1.15,3
0.01,1.8,880,12,18,0.99568,8.32,0.56,10.5,7,cubed,15.4,7,"nuts,raisins",1.81,3
0.36,4.6,420,56,178,0.9928,8.29,0.47,12,8,melted,16,7,raisins,1.75,3
0.35,1.2,380,22,167,0.9912,8.1,0.48,10.6,8,melted,12.4,7,chocolate,1,3
0.32,1.5,440,19,142,0.9921,8.1,0.43,9.9,8,melted,13.6,7,chocolate,1.98,3
0.2,1.8,770,11,65,0.9971,8.54,0.58,9.3,5,cubed,13.6,7,"nuts, oats, chocolate",1.98,3
0.14,1.2,550,24,84,0.9941,8.15,0.43,8.9,7,melted,14.2,7,raisins,1.06,3
0.26,7.9,500,53,180,0.99514,8.14,0.5,9.6,7,melted,12.8,7,raisins,1.92,3
0.28,3.3,440,18,91,0.993,8.42,0.64,10.8,8,melted,13.2,7,"chocolate, oats",1.55,3
0.45,5.4,300,15,118,0.9954,8.14,0.34,9.6,7,melted,16.4,7,"nuts, oats, chocolate",1.04,3
0.29,1.8,360,38,102,0.98819,8.08,0.42,13.7,9,melted,13.2,7,chocolate,1.51,3
0.53,1.8,4130,9,26,0.9979,8.06,1.06,9.1,6,cubed,16.8,7,raisins,1.47,3
0.28,8.7,470,52,242,0.9952,8.22,0.53,10.5,8,melted,13.6,7,"chocolate, oats",1.97,3
0.24,2.2,950,19,42,0.9946,8.57,0.57,11.7,6,cubed,12.4,7,raisins,1.12,3
0.32,9.2,380,54,191,0.9966,8.04,0.56,9.7,8,melted,15,7,chocolate,1.63,3
0.51,7.6,490,35,200,0.99548,8.16,0.54,9.4,6,melted,12.6,7,chocolate,1.06,3
0.08,4.9,460,34,144,0.99445,8.1,0.56,10,7,melted,12.8,7,"nuts, chocolate",1.84,3
0.43,1.7,670,22,50,0.9946,8.38,0.6,11.9,6,cubed,16,7,chocolate,1.12,3
0.05,1.9,660,9,17,0.99496,8.52,0.78,10.6,5,cubed,12,7,"nuts, oats, chocolate",1.73,3
0.41,1.3,360,42,118,0.99018,8.04,0.64,11.73333333,8,melted,12,7,chocolate,1.19,3
0.55,2,730,25,49,0.9997,8.1,0.76,10.3,6,cubed,24,7,"nuts, chocolate",1.04,3
0.17,12,460,65,-99,0.9976,8.15,0.38,9,8,melted,12,7,raisins,1.33,3
0.33,1.7,610,3,13,0.996,8.23,1.1,10,8,cubed,14.4,7,raisins,2,3
0.29,8.5,370,124,208,0.99395,7.9,0.38,11,5,melted,18.8,7,chocolate,1.63,3
0.38,4.75,330,23,94,0.991,8.42,0.42,11.8,9,melted,11.6,7,raisins,1.09,3
0.37,1.8,510,13,200,0.9945,8.49,0.44,10.5,6,melted,12.2,7,raisins,1.69,3
0.29,7.3,440,56,244,0.9956,8.36,0.55,10,8,melted,12.4,7,raisins,1.44,3
0.5,1.8,710,7,16,0.99462,8.21,0.69,12.5,8,cubed,18.2,7,"nuts, chocolate",1.1,3
0.19,7.8,400,48,184,0.99579,8.16,0.5,9.4,7,melted,14.2,7,chocolate,1.87,3
0.39,1.2,360,32,85,0.9918,8.16,0.5,10.5,7,melted,14.4,7,"chocolate, oats",1.31,3
0.49,1.6,650,17,143,0.9937,8.22,0.52,9.2,8,melted,12.4,7,chocolate,1.27,3
0.38,1,270,31,90,0.98926,8.24,0.36,12.3,8,melted,13,7,chocolate,1.67,3
0.32,1.4,400,35,106,0.99026,8.16,0.66,12,7,melted,13.6,7,"chocolate, oats",1.59,3
0.28,9.4,560,29,183,0.99594,8.17,0.43,9.4,7,melted,13.8,7,"nuts, chocolate",1.09,3
0.42,7.4,440,56,189,0.9958,8.22,0.48,9.3,8,melted,13.6,7,chocolate,1.7,3
0.3,8.4,300,35,115,0.99192,7.93,0.42,12.3,8,melted,16,7,chocolate,1.36,3
0.31,1.7,350,24,79,0.99053,8.27,0.69,11.4,9,melted,13,7,chocolate,1.01,3
0.13,4.5,390,17,116,0.9907,8.42,0.9,13.7,9,melted,11.2,7,"nuts, chocolate",1.82,3
0.27,1.7,380,41,150,0.9933,8.49,0.71,10.5,9,melted,12.4,7,chocolate,1.4,3
0.31,2.8,890,15,46,0.9979,8.11,0.92,10,6,cubed,19.2,7,"nuts,raisins",1,3
0.68,2.9,850,17,43,1.0014,8.06,0.8,10,6,cubed,27.4,7,"nuts, chocolate",1.15,3
0.27,1.2,400,25,106,0.9932,8.01,0.55,10.4,7,melted,15.6,7,raisins,1.31,3
0.35,7.7,310,36,135,0.9938,8.19,0.37,10.5,7,melted,13.2,7,chocolate,1.93,3
0.3,12.9,490,32,88,0.99654,8.2,0.35,9.9,8,melted,13.6,7,"chocolate, oats",1.04,3
0.43,15,530,60,184,1.0008,8.28,0.79,8.8,8,melted,17.6,7,chocolate,1.31,3
0.26,7.9,340,39,123,0.99119,7.99,0.3,12.2,9,melted,13.4,7,raisins,1.62,3
0.41,2.3,340,22,145,0.9951,8.06,0.52,11,8,melted,19,7,"nuts, chocolate",1.76,3
0.37,13.1,330,52,151,0.99726,8.18,0.79,10.4,8,melted,15.2,7,"chocolate, oats",1.78,3
0.26,1.7,630,3,11,0.9915,8.39,0.54,13.5,6,cubed,11.6,7,chocolate,1.39,3
0.36,2,380,20,249.5,0.9923,8.37,0.79,11.3,8,melted,12.2,7,"chocolate, oats",1.12,3
0.32,3.8,440,13,116,0.99108,8.39,0.44,11.8,9,melted,12,7,raisins,1.24,3
0.3,1,310,23,73,0.99032,8.23,0.52,11.3,8,melted,12.4,7,"chocolate, oats",1.29,3
0.58,1.9,700,15,40,1.0004,8.06,0.49,9,5,cubed,26.6,7,"nuts, chocolate",1.37,3
0.09,2.3,650,7,37,0.99685,8.32,0.55,9,6,cubed,16.4,7,peanut butter,1.9,3
0.38,2.5,810,34,66,0.99726,8.15,0.58,9.8,5,cubed,19.6,7,"nuts, chocolate",1.89,3
0.4,2.9,980,10,26,1.0006,8.48,0.91,9.7,5,cubed,20,7,chocolate,1.87,3
0.22,4.8,520,49,142,0.9946,8.14,0.62,9.2,7,melted,13,7,"nuts, chocolate",1.78,3
0.09,2.5,810,15,26,0.99538,8.57,0.63,12,5,cubed,12.4,7,"nuts, oats, chocolate",1.92,3
0.34,1.3,350,27,82,0.99045,8.18,0.44,12.2,8,melted,13.8,7,chocolate,1.33,3
0.29,1,360,26,101,0.99,8.09,0.37,11.7,8,melted,14.6,7,"chocolate, oats",1.1,3
0.35,2.8,860,28,52,0.997,8.31,0.62,10.8,5,cubed,16,7,"nuts, oats, chocolate",1.77,3
0.16,1.3,600,36,126,0.99353,8.13,0.46,8.7,8,melted,12.2,7,chocolate,1.79,3
0.36,1.5,310,38,147,0.9931,8.35,0.56,11,8,melted,13.8,7,chocolate,1.07,3
0.42,7.4,440,56,189,0.9958,8.22,0.48,9.3,8,melted,13.6,7,chocolate,1.82,3
0.37,8.5,360,46,153,0.99576,8.2,0.48,9.4,8,melted,13.2,7,chocolate,1.15,3
0.24,15.4,550,46,198,0.9988,8.12,0.49,8.8,7,melted,14.2,7,raisins,1.2,3
0.22,16.7,460,38,133,0.9979,8.22,0.67,10.4,8,melted,13.2,7,raisins,1.63,3
0.36,17.2,390,37,130,0.99946,8.23,0.43,8.8,8,melted,12.4,7,chocolate,1.99,3
0.23,17.3,470,37,118,0.99906,8.08,0.46,8.8,8,melted,13.2,7,chocolate,1.94,3
0.27,3.9,430,52,158,0.99202,8.35,0.44,10.7,9,melted,11.2,7,chocolate,1.89,3
0.09,2.5,910,20,49,0.9976,8.34,0.86,10.6,7,cubed,17.4,7,"nuts,raisins",1.3,3
0.33,3.5,330,25,116,0.99057,8.2,0.44,11.7,8,melted,11.6,7,raisins,1.5,3
0.21,2.2,880,21,39,0.99692,8.33,0.83,11.1,6,cubed,17.8,7,"nuts,raisins",1.28,3
0.24,8.1,1210,32,162,0.99508,8.17,0.38,10.4,10,melted,14.6,7,"chocolate, oats",1.75,3
0.39,3.9,340,22,122,0.9917,8.29,0.67,12.8,9,melted,16,7,"nuts,raisins",1.88,3
0.32,1.6,390,10,124,0.9948,8.3,0.67,9.6,7,melted,13.6,7,raisins,1.44,3
0.43,1.65,680,5,11,0.99478,8.19,0.46,11.4,5,cubed,19.6,7,raisins,1.81,3
0.3,4.6,600,29,154,0.99142,8.23,0.49,12.2,10,melted,13.2,7,chocolate,1.38,3
0.52,7.9,490,35,192,0.99551,8.16,0.51,9.5,8,melted,13,7,chocolate,1.77,3
0.27,1.2,340,19,68,0.9902,8.14,0.37,11.7,6,melted,13.6,7,chocolate,1.31,3
0.33,3.5,490,10,40,0.9944,8.14,0.36,9.8,8,melted,18,7,chocolate,1.78,3
0.28,1.2,380,12,53,0.9926,7.8,0.46,10.6,7,melted,19.2,7,chocolate,1.24,3
0.46,1.45,390,77.5,223,0.9944,7.92,0.46,9.5,8,melted,19.2,7,chocolate,1.35,3
0.17,1.1,490,7,119,0.99297,8.13,0.36,9.7,8,melted,14,7,raisins,1.27,3
0.18,7.7,430,57,200,0.99566,8.17,0.44,9.4,8,melted,13.4,7,raisins,1.01,3
0.23,1.1,660,22,148,0.99266,8.3,0.47,9.633333333,7,melted,12,7,"nuts, chocolate",1.37,3
0.24,7.8,520,54,214,0.9961,8.13,0.47,8.9,7,melted,13.6,7,chocolate,1.01,3
0.31,2.6,860,21,50,0.9982,8.37,0.91,9.9,6,cubed,17.2,7,"nuts, chocolate",1.84,3
0.41,13.7,450,44,197,0.9989,8.18,0.64,9.1,7,melted,15.2,7,raisins,1.63,3
0.53,1.2,410,42,167,0.9908,8.11,0.44,11.9,7,melted,15.4,7,"chocolate, oats",1.37,3
0.32,1.4,220,17,47,0.9899,8.35,0.35,11.5,8,melted,11.8,7,chocolate,1.51,3
0.41,9.1,440,50,166,0.9954,8.14,0.58,9.8,8,melted,13.4,7,chocolate,1.58,3
0.33,2.7,950,28,89,0.9984,8.22,0.68,10,5,cubed,20,7,"nuts, chocolate",1.34,3
0.3,0.9,190,4,28,0.98931,8.2,0.36,12,8,melted,14.2,7,chocolate,1.24,3
0.05,2.7,750,15,27,0.9974,8.26,0.61,9.1,5,cubed,15.4,7,"nuts, oats, chocolate",1.96,3
0.34,3.6,400,50,194,0.9912,8.31,0.52,11.6,8,melted,11.8,7,chocolate,1.29,3
0.31,4.5,460,42,124,0.99324,8.31,0.64,10.8,8,melted,11.6,7,chocolate,1.24,3
0.37,1.8,460,23,60,0.9971,8.41,0.71,12.1,6,cubed,15.4,7,chocolate,1.93,3
0.29,7.1,360,28,100,0.99534,8.08,0.36,9.3,8,melted,13.4,7,chocolate,1.12,3
0.26,2.3,430,61,181,0.99394,8.45,0.63,10.6,8,melted,13.4,7,chocolate,1.26,3
0.31,1,310,22,73,0.99035,8.24,0.52,11.3,8,melted,12.4,7,chocolate,1.59,3
0.26,3.5,350,38,111,0.98872,8.18,0.47,13.6,9,melted,12,7,raisins,1.63,3
0.4,4.6,220,5,19,0.9915,8.31,0.37,12.6,5,melted,13.8,7,raisins,1.84,3
0.49,7.8,490,62,217,0.9959,8.17,0.45,9.4,8,melted,13.2,7,chocolate,1.67,3
0.25,7.95,420,16,108,0.99486,8.44,0.61,10.3,8,melted,11.4,7,chocolate,1.43,3
0.35,1.8,420,8,167,0.9908,8.11,0.41,12.1,8,melted,15.6,7,raisins,1.89,3
0.32,1.7,380,27,128,0.99375,8.2,0.62,10.2,8,melted,14,7,chocolate,1.99,3
0.37,1.6,670,6,10,0.99552,8.23,0.58,11.1,7,cubed,18.2,7,chocolate,1.44,3
0.19,3.2,810,8,30,0.9984,8.23,0.58,10.5,6,cubed,19.6,7,"nuts,raisins",1.36,3
0.22,16.7,460,38,133,0.9979,8.22,0.67,10.4,8,melted,13.2,7,raisins,1.07,3
0.3,1.4,640,34,166,0.99136,8.11,0.42,11.43333333,8,melted,14.8,7,"chocolate, oats",1.72,3
0.04,2.2,690,8,15,0.9956,8.4,0.63,9.4,6,cubed,13.2,7,"nuts,raisins",1.47,3
0.37,2.2,750,5,13,0.998,8.22,0.62,9.2,5,cubed,18.8,7,raisins,1.87,3
0.25,8,360,21,124,0.99362,8.06,0.38,10.8,8,melted,13.2,7,raisins,1.99,3
0.33,1.6,390,27,98,0.9898,8.09,0.46,12.3,9,melted,13.8,7,"chocolate, oats",1.66,3
0.65,1.4,460,28,157,0.9946,8.33,0.62,9.4,8,melted,14.6,7,"chocolate, oats",1.81,3
0.19,8.3,290,24,142,0.992,8.22,0.45,12.3,8,melted,12.4,7,"nuts, chocolate",1.34,3
0.66,2.5,720,6,37,0.9992,8.05,0.56,10,5,cubed,23.8,7,"nuts,raisins",1.34,3
0.3,1.1,470,36,131,0.992,8.26,0.45,10.4,7,melted,11.6,7,chocolate,1.91,3
0.34,6.4,340,26,99,0.99449,8.23,0.41,9.2,8,melted,10.2,7,chocolate,1.72,3
0.35,1.5,520,51,128,0.9941,8.41,0.59,10.4,9,melted,14,7,chocolate,1.25,3
0.74,1.3,1730,34,121,0.99334,8.04,0.46,9.2,8,melted,14,7,chocolate,1.78,3
0.38,11.8,550,51,170,1.0004,8.34,0.82,8.9,8,melted,16.8,7,chocolate,1.05,3
0.04,2.2,1190,14,56,0.9962,8.21,0.6,10.9,6,cubed,17.6,7,"nuts,raisins",1.88,3
0.35,2.4,800,23,78,0.9987,8.38,0.62,9.5,5,cubed,18.2,7,"nuts, chocolate",1.51,3
0.33,10.1,430,28,152,0.9968,8.2,0.52,9.4,7,melted,13.8,7,"nuts, chocolate",1.6,3
0.29,4.3,510,25,142,0.9939,8.16,0.39,10.2,7,melted,15.4,7,chocolate,1.03,3
0.51,8,620,50,194,0.99545,8.13,0.5,9.6,7,melted,13.4,7,chocolate,1.66,3
0.42,8.2,440,60,196,0.99562,8.14,0.48,9.4,7,melted,13.2,7,chocolate,1.59,3
0.38,1.6,440,12,113,0.99176,8.3,0.73,11.4,7,melted,12.4,7,chocolate,1.96,3
0.41,9.4,400,49,166,0.9954,8.12,0.61,9.9,8,melted,13.4,7,chocolate,1.87,3
0.31,1.2,340,53,138,0.99084,8.38,0.35,11.5,9,melted,12.8,7,"chocolate, oats",1.01,3
0.31,1.6,490,36,127,0.9934,8.6,0.67,10.4,9,melted,12.8,7,"chocolate, oats",1.53,3
0.43,2.3,630,12,19,0.9955,8.17,0.81,11.2,7,cubed,16.8,7,raisins,1.74,3
0.37,5.1,1100,11,65,1.0026,8.32,0.64,10.4,6,cubed,20.2,7,"nuts, oats, chocolate",1.62,3
0.39,1.4,310,47,147,0.98836,8.08,0.64,12.9,9,melted,11.8,7,chocolate,1.9,3
0.4,1.3,530,61,146,0.99112,8.17,0.68,11,8,melted,12.8,7,"chocolate, oats",1.85,3
0.86,1.4,1740,36,99,0.99288,7.92,0.5,9.3,7,melted,14.2,7,raisins,1.25,3
0.53,15.1,520,22,136,0.9986,7.94,0.35,9.4,7,melted,13.2,7,chocolate,1.35,3
0.27,6.3,480,30,143,0.9966,8.25,0.5,9.1,8,melted,16.8,7,chocolate,1.34,3
0.29,6.1,460,29,134,0.99462,8.48,0.57,10.7,8,melted,12,7,raisins,1.62,3
0.49,9.9,310,48,161,0.9937,8.01,0.28,11.2,8,melted,14.6,7,chocolate,1.76,3
0.29,2,220,33,96,0.98902,8.04,0.54,12.8,9,melted,12.6,7,"chocolate, oats",1.49,3
0.22,4.1,360,35,131,0.9902,8.26,0.55,13,9,melted,13,7,"nuts,raisins",1.28,3
0.64,2.1,590,24,52,0.99494,8.34,0.71,11.2,6,cubed,13.4,7,"chocolate, oats",1.68,3
0.1,6,1150,5,11,0.9984,8.37,0.69,10.1,7,cubed,15.6,7,"nuts, oats, chocolate",1.6,3
0.22,2.3,750,13,81,0.99688,8.24,0.54,9.5,6,cubed,16,7,"nuts, oats",1.48,3
0.33,1.9,280,23,93,0.991,8.34,0.7,12,9,melted,13,7,oats,1.38,3
0.16,3.1,450,28,92,0.994,8.12,0.35,9.1,8,melted,13.2,7,"nuts,raisins",1.32,3
0.23,1.8,770,23,49,0.9963,8.28,0.67,9.3,5,cubed,15.8,7,raisins,1.18,3
0.38,9.1,440,35,127,0.99326,7.97,0.3,11,9,melted,12.8,7,chocolate,1.63,3
0.28,1.3,320,36,95,0.98889,8.08,0.64,12.9,9,melted,11.8,7,chocolate,1.62,3
0.27,15.2,490,75,217,0.9972,8.19,0.39,9.9,7,melted,13,7,chocolate,1.01,3
0.53,2.5,910,18,80,0.9976,8.37,0.8,9.6,6,cubed,16,7,raisins,1.36,3
0.25,1.1,350,26,81,0.9902,8.31,0.52,11.4,8,melted,11.4,7,chocolate,1.84,3
0.3,6.2,320,24,134,0.993,7.99,0.39,10.9,8,melted,14.2,7,oats,1.75,3
0.29,4.8,700,15,39,0.99577,8.53,0.54,11.1,5,cubed,13.6,7,"raisins, oats",1.22,3
0.42,19.8,660,53,195,1,7.96,0.44,9.1,7,melted,14.8,7,chocolate,1.56,3
0.34,13.7,440,66,184,0.99976,8.22,0.75,8.9,7,melted,15.6,7,chocolate,1.99,3
0.33,1.1,490,28,150,0.9927,8.13,0.42,9.3,7,melted,11.4,7,chocolate,1.5,3
0.31,1.7,350,23,110,0.9926,8.07,0.38,10.9,7,melted,14.8,7,chocolate,1.59,3
0.3,1.6,470,46,132,0.9918,8.35,0.38,11.1,9,melted,13.8,7,chocolate,1.36,3
0.56,16.45,630,52.5,282,1.00098,8.1,0.51,9.3,7,melted,18.8,7,chocolate,1.84,3
0.41,1.3,440,11,126,0.99293,8.28,0.45,10.3,7,melted,15,7,chocolate,1.38,3
0.28,9.4,280,13,121,0.99254,8.17,0.34,12.1,8,melted,13.2,7,chocolate,1.65,3
0.51,4,1040,4,23,0.9996,8.28,0.97,10.1,6,cubed,23,7,"chocolate, oats",1.69,3
0.53,15.1,520,22,136,0.9986,7.94,0.35,9.4,7,melted,13.2,7,chocolate,1.51,3
0.33,1.9,280,23,93,0.991,8.34,0.7,12,9,melted,13,7,oats,1.82,3
0.5,7.6,470,54,184,0.99572,8.17,0.45,9.2,7,melted,13,7,chocolate,1.05,3
0.68,1.6,460,22,130,0.9948,8.02,0.45,10.4,8,melted,18.4,7,"chocolate, oats",1.49,3
0.29,6.2,460,39,151,0.99471,8.6,0.44,10.6,8,melted,12.2,7,"chocolate, oats",1.62,3
0.32,2,510,29,130,0.99354,8.3,0.5,10.4,8,melted,14.2,7,raisins,1.32,3
0.18,7.7,430,57,200,0.99566,8.17,0.44,9.4,8,melted,13.4,7,raisins,1.98,3
0,2,830,17,24,0.99437,8.59,0.55,11.2,4,cubed,12.6,7,peanut butter,1.37,3
0.26,5.2,420,33,112,0.99067,8.06,0.5,12.3,9,melted,13,7,raisins,1.43,3
0.22,10.2,490,57,191,0.9966,8.08,0.4,9.3,8,melted,15.2,7,raisins,1.94,3
0.44,2.2,750,10,24,1.00005,8.07,0.84,9.2,7,cubed,30,7,chocolate,1.73,3
0.25,6.65,320,30,138,0.99244,7.9,0.37,11.1,7,melted,14.6,7,raisins,1.45,3
0.4,1.7,670,8,20,0.99603,8.39,0.6,10.5,5,cubed,16.8,7,chocolate,1.29,3
0.19,7.1,480,36,110,0.99438,8.26,0.41,9.5,8,melted,11.2,7,"chocolate, oats",1.01,3
0.27,2.4,480,30,149,0.9936,8.1,0.51,9.2,8,melted,14.4,7,chocolate,1.59,3
0.29,10.5,400,21,145,0.9966,8.04,0.35,9.4,7,melted,15.2,7,raisins,1.06,3
0.33,12.7,490,50,183,0.9987,8.41,0.4,9.8,7,melted,14.4,7,chocolate,1.47,3
0.26,3.4,690,25,146,0.99347,8.18,0.4,9.3,7,melted,12.8,7,"nuts, oats, chocolate",1.13,3
0.22,2.2,690,9,23,0.9968,8.3,1.2,10.3,5,cubed,16.2,7,"nuts, oats, chocolate",1.12,3
0.54,8.5,820,64,163,0.9959,7.89,0.39,8.8,8,melted,13,7,"chocolate, oats",1.53,3
0.29,1.1,350,44,140,0.99142,8.17,0.55,10.7,9,melted,12.8,7,"chocolate, oats",1.56,3
0.34,3.6,820,5,14,0.9987,8.29,0.52,10.7,6,cubed,18.8,7,"nuts,raisins",1.94,3
0.2,17.9,660,36,161,0.9991,8.14,0.51,8.8,7,melted,12.6,7,raisins,1.5,3
0.3,6.2,400,49,139,0.99021,8.17,0.27,13.6,8,melted,14.2,7,raisins,1.76,3
0.34,1.2,400,29,118,0.9932,8.14,0.41,10.6,8,melted,15.8,7,chocolate,1.78,3
0.35,9.1,590,83,249,0.9971,8.37,0.5,8.5,7,melted,12.2,7,"nuts, chocolate",1.43,3
0.4,19.45,430,36,156,0.9996,7.93,0.47,8.9,7,melted,13.8,7,chocolate,1.83,3
0.3,13.6,550,50,180,0.9984,8.44,0.39,9.8,7,melted,13.6,7,chocolate,1.57,3
0.49,3.2,780,20,78,0.9992,8.19,0.7,10,6,cubed,21.2,7,raisins,1.13,3
0.46,5,400,3,29,0.9906,8.04,0.53,12.5,6,melted,14.4,7,raisins,1.98,3
0.09,2.3,650,34,45,0.99417,8.46,0.74,12.7,8,cubed,15.6,7,"nuts,raisins",1.03,3
0.68,1.8,4030,19,56,0.99632,8.02,1.15,9.3,5,cubed,17.2,7,"nuts, oats, chocolate",1.22,3
0.28,8.3,620,22,166,0.99506,8.16,0.72,10.6,7,melted,13.8,7,raisins,1.53,3
0.74,7.8,450,52,209,0.9956,8.21,0.42,9.2,8,melted,12.8,7,chocolate,1.41,3
0.31,1.4,530,34,114,0.9929,8.39,0.77,10.6,8,melted,13.6,7,chocolate,1.95,3
0.32,6.5,270,20,167,0.99479,8.08,0.43,10.6,7,melted,18.8,7,"nuts, chocolate",1.55,3
0.09,2.2,630,9,18,0.99444,8.42,0.69,11.3,6,cubed,13.2,7,"nuts, chocolate",1.74,3
0.68,4.1,1140,6,24,0.997,8.06,0.66,13.4,6,cubed,21.2,7,"nuts, chocolate",1.95,3
0.28,5.7,380,56,189.5,0.9948,8.59,0.43,10.6,9,melted,12,7,"chocolate, oats",1.87,3
